Draw Date ,s0,s0+,s1,s1+,s2,s2+,s3,s3+,s4,s4+,s5,s5+,s6
2012-07-18,1082,171,1090,151,334,43,47,7,1,0,0,0,1
2012-07-14,1119,194,1048,138,334,33,57,2,1,0,0,0,1
2012-07-11,1099,166,1055,137,375,38,53,3,0,0,0,0,1
2012-07-07,1112,188,1044,138,354,29,57,2,1,1,0,0,1
2012-07-04,1101,178,1040,135,352,48,58,8,6,0,0,0,1
2012-06-30,1116,177,1045,154,348,32,48,3,3,0,0,0,1
2012-06-27,1125,183,1051,126,343,42,50,3,3,0,0,0,1
2012-06-23,1127,177,1052,148,341,30,39,5,7,0,0,0,1
2012-06-20,1109,159,1095,137,335,35,52,1,3,0,0,0,1
2012-06-16,1066,181,1080,148,357,31,60,2,1,0,0,0,1
2012-06-13,1121,207,1009,124,365,41,51,5,2,1,0,0,1
2012-06-09,1110,166,1062,143,371,34,36,4,0,0,0,0,1
2012-06-06,1067,171,1055,147,393,35,51,5,2,0,0,0,1
2012-06-02,1086,175,1110,131,343,32,44,3,1,0,1,0,1
2012-05-30,1057,182,1131,128,329,40,56,2,1,0,0,0,1
2012-05-26,1150,180,1040,125,349,35,43,2,2,0,0,0,1
2012-05-23,1079,197,1045,143,366,46,42,6,2,0,0,0,1
2012-05-19,1075,183,1099,113,354,41,54,5,2,0,0,0,1
2012-05-16,1137,166,1031,140,375,33,40,2,2,0,0,0,1
2012-05-12,1090,172,1067,144,354,33,58,6,2,0,0,0,1
2012-05-09,1102,154,1078,144,356,36,50,2,3,1,0,0,1
2012-05-05,1106,171,1061,143,359,34,42,8,2,0,0,0,1
2012-05-02,1093,185,1091,137,328,37,49,6,0,0,0,0,1
2012-04-28,1137,151,1039,144,376,34,36,3,5,1,0,0,1
2012-04-25,1094,191,1101,131,326,34,41,4,4,0,0,0,1
2012-04-21,1114,186,1024,164,348,31,55,0,4,0,0,0,1
2012-04-18,1132,155,1090,143,333,21,45,4,3,0,0,0,1
2012-04-14,1129,181,1014,142,354,45,50,6,5,0,0,0,1
2012-04-11,1106,175,1073,122,354,38,50,3,4,1,0,0,1
2012-04-07,1075,184,1099,129,351,30,53,3,2,0,0,0,1
2012-04-04,1097,153,1117,128,340,35,46,6,3,1,0,0,1
2012-03-31,1044,189,1102,144,355,42,40,4,6,0,0,0,1
2012-03-28,1102,178,1020,159,363,37,58,5,4,0,0,0,1
2012-03-24,1125,158,1012,131,391,43,61,3,2,0,0,0,1
2012-03-21,1105,168,1095,132,326,38,51,7,4,0,0,0,1
2012-03-17,1110,169,1069,136,347,44,48,0,2,1,0,0,1
2012-03-14,1106,174,1041,135,369,31,61,4,3,2,0,0,1
2012-03-10,1098,152,1087,143,359,34,46,2,5,0,0,0,1
2012-03-07,1109,176,1061,151,340,32,53,2,2,0,0,0,1
2012-03-03,1046,189,1082,157,366,31,52,3,0,0,0,0,1
2012-02-29,1123,157,1051,140,362,29,57,4,3,0,0,0,1
2012-02-25,1133,171,1009,148,358,37,66,1,3,0,0,0,1
2012-02-22,1092,169,1059,152,363,33,52,2,4,0,0,0,1
2012-02-18,1107,198,1030,142,363,39,40,4,3,0,0,0,1
2012-02-15,1091,164,1087,152,349,33,42,5,3,0,0,0,1
2012-02-11,1106,181,1070,152,322,33,56,3,3,0,0,0,1
2012-02-08,1138,164,1062,123,339,46,46,5,3,0,0,0,1
2012-02-04,1083,190,1078,141,348,27,50,7,2,0,0,0,1
2012-02-01,1114,171,1049,148,339,35,61,6,3,0,0,0,1
2012-01-28,1092,191,1043,140,355,35,64,4,2,0,0,0,1
2012-01-25,1104,188,1021,152,361,45,49,3,3,0,0,0,1
2012-01-21,1071,176,1100,138,343,29,60,5,4,0,0,0,1
2012-01-18,1115,157,1044,142,363,39,59,3,4,0,0,0,1
2012-01-14,1088,184,1079,122,356,41,50,3,3,0,0,0,1
2012-01-11,1106,168,1092,118,347,41,48,3,3,0,0,0,1
2012-01-07,1115,172,1033,138,383,30,45,8,2,0,0,0,1
2012-01-04,1109,161,1061,132,377,32,50,3,1,0,0,0,1
2011-12-31,1065,201,1063,154,358,37,45,1,2,0,0,0,1
2011-12-28,1062,181,1128,148,338,31,34,4,0,0,0,0,1
2011-12-24,1080,193,1027,135,388,45,49,5,4,0,0,0,1
2011-12-21,1107,173,1072,140,340,28,57,6,2,1,0,0,1
2011-12-17,1043,203,1089,165,324,37,58,4,3,0,0,0,1
2011-12-14,1150,187,959,158,364,36,61,6,5,0,0,0,1
2011-12-10,1093,175,1072,143,354,29,54,4,2,0,0,0,1
2011-12-07,1121,157,1065,162,341,31,44,2,3,0,0,0,1
2011-12-03,1078,180,1085,149,337,44,49,1,2,1,0,0,1
2011-11-30,1057,165,1091,151,359,37,59,5,1,1,0,0,1
2011-11-26,1081,204,1063,157,331,44,41,3,2,0,0,0,1
2011-11-23,1149,158,1063,143,328,36,43,5,1,0,0,0,1
2011-11-19,1083,158,1084,162,336,44,52,4,3,0,0,0,1
2011-11-16,1082,165,1084,146,352,34,59,3,1,0,0,0,1
2011-11-12,1141,157,1045,138,344,41,54,4,2,0,0,0,1
2011-11-09,1118,186,1078,114,333,40,48,6,3,0,0,0,1
2011-11-05,1065,170,1079,160,358,34,57,0,3,0,0,0,1
2011-11-02,1078,189,1059,130,383,32,52,2,1,0,0,0,1
2011-10-29,1057,175,1129,127,357,33,38,6,4,0,0,0,1
2011-10-26,1128,156,1037,170,349,37,45,0,4,0,0,0,1
2011-10-22,1123,184,1031,130,358,41,48,4,7,0,0,0,1
2011-10-19,1118,210,1023,152,339,24,54,4,2,0,0,0,1
2011-10-15,1146,187,1006,150,337,41,48,6,5,0,0,0,1
2011-10-12,1067,189,1091,156,341,28,45,6,3,0,0,0,1
2011-10-08,1089,158,1082,144,347,44,56,4,2,0,0,0,1
2011-10-05,1103,186,1026,158,358,35,52,7,1,0,0,0,1
2011-10-01,1084,184,1113,135,324,33,48,2,2,0,1,0,1
2011-09-28,1108,168,1061,136,342,40,61,5,5,0,0,0,1
2011-09-24,1103,166,1094,143,342,33,41,3,1,0,0,0,1
2011-09-21,1068,186,1076,133,367,39,49,5,3,0,0,0,1
2011-09-17,1065,179,1076,142,361,36,62,2,3,0,0,0,1
2011-09-14,1121,182,1079,138,328,36,38,3,1,0,0,0,1
2011-09-10,1101,171,1085,125,345,31,58,8,1,0,1,0,1
2011-09-07,1082,186,1083,150,341,36,40,6,2,0,0,0,1
2011-09-03,1062,178,1113,147,332,34,51,4,5,0,0,0,1
2011-08-31,1122,170,1061,135,350,43,40,4,1,0,0,0,1
2011-08-27,1090,163,1100,143,336,36,53,3,2,0,0,0,1
2011-08-24,1127,192,1067,136,326,21,48,4,5,0,0,0,1
2011-08-20,1115,173,1080,136,327,42,47,3,3,0,0,0,1
2011-08-17,1114,178,1017,140,366,42,59,5,4,1,0,0,1
2011-08-13,1143,168,1059,132,335,39,43,4,2,1,0,0,1
2011-08-10,1135,158,1053,147,352,35,40,2,3,1,0,0,1
2011-08-06,1113,170,1103,127,317,36,57,3,0,0,0,0,1
2011-08-03,1123,189,1039,139,342,40,44,5,5,0,0,0,1
2011-07-30,1084,178,1069,143,355,33,61,3,0,0,0,0,1
2011-07-27,1110,176,1054,126,365,28,57,4,4,1,1,0,1
2011-07-23,1073,194,1051,141,351,54,54,4,4,0,0,0,1
2011-07-20,1151,158,1020,147,357,34,52,4,3,0,0,0,1
2011-07-16,1090,158,1072,141,376,36,46,6,0,1,0,0,1
2011-07-13,1065,187,1077,148,364,38,41,4,2,0,0,0,1
2011-07-09,1107,169,1073,135,357,27,53,4,1,0,0,0,1
2011-07-06,1093,185,1028,156,363,47,46,4,4,0,0,0,1
2011-07-02,1126,184,1051,137,332,39,52,5,0,0,0,0,1
2011-06-29,1103,166,1035,156,366,34,55,5,6,0,0,0,1
2011-06-25,1118,179,1061,142,328,35,52,8,2,0,1,0,1
2011-06-22,1060,165,1127,126,343,41,56,4,3,1,0,0,1
2011-06-18,1112,166,1060,135,354,46,46,4,3,0,0,0,1
2011-06-15,1084,174,1091,141,342,32,57,3,2,0,0,0,1
2011-06-11,1052,182,1113,145,352,31,40,3,7,1,0,0,1
2011-06-08,1105,175,1041,156,354,39,50,4,2,0,0,0,1
2011-06-04,1139,176,1026,139,367,33,38,5,3,0,0,0,1
2011-06-01,1169,187,1001,132,354,35,42,3,3,0,0,0,1
2011-05-28,1086,196,1071,129,353,38,49,2,2,0,0,0,1
2011-05-25,1092,189,1073,116,359,39,56,0,2,0,0,0,1
2011-05-21,1115,159,1046,145,367,32,56,4,2,0,0,0,1
2011-05-18,1054,190,1078,149,355,45,45,6,3,1,0,0,1
2011-05-14,1077,175,1095,141,355,37,43,3,0,0,0,0,1
2011-05-11,1030,198,1090,153,362,39,47,3,4,0,0,0,1
2011-05-07,1096,167,1060,145,360,32,60,5,1,0,0,0,1
2011-05-04,1087,183,1101,150,326,31,45,3,0,0,0,0,1
2011-04-30,1085,176,1072,143,369,36,38,6,0,1,0,0,1
2011-04-27,1122,182,1014,158,347,39,60,1,3,0,0,0,1
2011-04-23,1100,173,1072,140,347,46,45,3,0,0,0,0,1
2011-04-20,1051,185,1094,141,355,39,53,6,2,0,0,0,1
2011-04-16,1129,200,1051,109,344,36,48,6,3,0,0,0,1
2011-04-13,1087,181,1059,148,350,41,51,6,3,0,0,0,1
2011-04-09,1106,171,1063,128,363,35,52,4,4,0,0,0,1
2011-04-06,1110,186,1066,131,343,44,41,2,3,0,0,0,1
2011-04-02,1103,188,1052,133,352,46,46,1,4,1,0,0,1
2011-03-30,1140,190,1053,117,326,43,49,4,4,0,0,0,1
2011-03-26,1118,164,1023,168,352,45,47,6,3,0,0,0,1
2011-03-23,1109,190,1046,137,347,45,48,1,2,1,0,0,1
2011-03-19,1061,167,1084,122,398,43,46,5,0,0,0,0,1
2011-03-16,1117,193,1034,130,356,30,53,8,5,0,0,0,1
2011-03-12,1133,165,1064,129,344,36,47,1,6,1,0,0,1
2011-03-09,1075,170,1069,156,358,40,56,1,1,0,0,0,1
2011-03-05,1110,182,1068,121,364,35,38,6,2,0,0,0,1
2011-03-02,1072,195,1093,136,347,27,53,1,2,0,0,0,1
2011-02-26,1121,197,1055,124,347,30,48,3,1,0,0,0,1
2011-02-23,1091,188,1069,140,341,34,49,10,4,0,0,0,1
2011-02-19,1098,180,1073,139,345,43,41,4,3,0,0,0,1
2011-02-16,1106,167,1065,135,344,37,65,4,3,0,0,0,1
2011-02-12,1074,185,1053,126,385,44,50,5,4,0,0,0,1
2011-02-09,1124,183,1032,135,356,41,50,5,0,0,0,0,1
2011-02-05,1089,185,1094,116,343,34,61,4,0,0,0,0,1
2011-02-02,1117,180,1052,133,351,40,44,6,3,0,0,0,1
2011-01-29,1137,197,1022,141,336,42,44,3,2,1,1,0,1
2011-01-26,1133,160,1078,147,320,34,50,3,1,0,0,0,1
2011-01-22,1103,183,1046,139,364,29,58,3,1,0,0,0,1
2011-01-19,1106,158,1070,146,352,34,54,4,2,0,0,0,1
2011-01-15,1082,173,1081,160,338,36,49,4,3,0,0,0,1
2011-01-12,1092,193,1053,159,347,34,45,0,3,0,0,0,1
2011-01-08,1090,191,1048,143,365,35,48,0,6,0,0,0,1
2011-01-05,1139,191,1033,126,334,39,55,3,6,0,0,0,1
2011-01-01,1070,171,1061,152,368,48,43,8,5,0,0,0,1
2010-12-29,1117,182,1052,129,338,42,56,8,2,0,0,0,1
2010-12-25,1101,198,1017,147,371,35,50,4,2,1,0,0,1
2010-12-22,1089,195,1051,139,364,37,48,2,1,0,0,0,1
2010-12-18,1083,173,1076,132,354,31,68,8,1,0,0,0,1
2010-12-15,1122,181,1067,149,322,38,40,4,3,0,0,0,1
2010-12-11,1106,159,1082,137,349,38,50,2,3,0,0,0,1
2010-12-08,1119,188,1038,131,358,31,56,1,4,0,0,0,1
2010-12-04,1085,193,1101,121,327,44,47,3,4,0,1,0,1
2010-12-01,1076,184,1069,147,359,43,44,3,1,0,0,0,1
2010-11-27,1072,196,1097,128,344,39,47,2,1,0,0,0,1
2010-11-24,1119,171,1061,135,350,36,47,4,2,1,0,0,1
2010-11-20,1064,187,1021,155,396,42,54,5,1,1,0,0,1
2010-11-17,1085,170,1064,131,371,42,57,2,4,0,0,0,1
2010-11-13,1087,169,1093,152,338,39,44,3,1,0,0,0,1
2010-11-10,1034,178,1138,180,322,31,34,8,1,0,0,0,1
2010-11-06,1096,198,1040,140,354,41,54,2,1,0,0,0,1
2010-11-03,1075,204,1102,112,341,33,53,3,3,0,0,0,1
2010-10-30,1096,197,1088,135,324,36,38,9,3,0,0,0,1
2010-10-27,1118,175,1049,143,346,39,49,3,3,1,0,0,1
2010-10-23,1105,173,1056,145,341,45,58,1,2,0,0,0,1
2010-10-20,1142,186,1030,136,342,33,49,5,3,0,0,0,1
2010-10-16,1118,175,1055,138,343,41,52,3,1,0,0,0,1
2010-10-13,1120,185,1061,134,329,34,55,3,5,0,0,0,1
2010-10-09,1144,194,1033,129,340,41,35,5,5,0,0,0,1
2010-10-06,1104,178,1050,136,354,50,50,3,1,0,0,0,1
2010-10-02,1109,165,1049,148,365,34,49,4,2,0,1,0,1
2010-09-29,1061,199,1056,126,384,41,50,6,3,0,0,0,1
2010-09-25,1097,178,1022,140,375,42,67,2,3,0,0,0,1
2010-09-22,1092,194,1039,143,371,33,44,6,3,1,0,0,1
2010-09-18,1097,167,1053,125,393,36,41,8,6,0,0,0,1
2010-09-15,1155,188,1036,134,336,32,38,3,4,0,0,0,1
2010-09-11,1062,161,1143,145,340,35,33,4,3,0,0,0,1
2010-09-08,1073,180,1111,131,359,27,38,4,3,0,0,0,1
2010-09-04,1087,159,1105,139,348,35,45,3,3,2,0,0,1
2010-09-01,1073,161,1078,158,360,40,50,5,0,1,0,0,1
2010-08-28,1113,177,1059,141,331,48,49,6,1,1,0,0,1
2010-08-25,1074,196,1065,143,353,35,54,4,2,0,0,0,1
2010-08-21,1092,174,1064,168,336,32,48,8,4,0,0,0,1
2010-08-18,1063,204,1053,125,395,34,45,2,4,1,0,0,1
2010-08-14,1119,171,1052,134,368,31,42,4,4,0,1,0,1
2010-08-11,1079,179,1049,155,366,46,44,3,5,0,0,0,1
2010-08-07,1090,190,1083,125,329,47,56,3,3,0,0,0,1
2010-08-04,1070,190,1097,133,345,45,38,3,5,0,0,0,1
2010-07-31,1148,186,1042,129,329,30,56,5,1,0,0,0,1
2010-07-28,1069,182,1084,150,355,32,51,2,1,0,0,0,1
2010-07-24,1132,159,1076,135,339,31,49,3,2,0,0,0,1
2010-07-21,1062,201,1102,134,354,31,39,2,1,0,0,0,1
2010-07-17,1094,172,1060,150,365,35,46,2,2,0,0,0,1
2010-07-14,1076,189,1058,133,368,46,54,1,1,0,0,0,1
2010-07-10,1116,179,1068,140,336,41,36,4,5,0,1,0,1
2010-07-07,1067,177,1109,140,358,26,45,3,1,0,0,0,1
2010-07-03,1152,182,1019,132,345,44,48,2,2,0,0,0,1
2010-06-30,1101,186,1051,143,344,37,56,6,2,0,0,0,1
2010-06-26,1119,183,1061,126,346,29,57,3,2,0,0,0,1
2010-06-23,1057,191,1088,145,362,38,41,2,2,0,0,0,1
2010-06-19,1094,172,1103,140,340,33,41,2,1,0,0,0,1
2010-06-16,1095,193,1071,129,348,42,37,4,7,0,0,0,1
2010-06-12,1090,181,1100,131,337,39,41,4,3,0,0,0,1
2010-06-09,1105,181,1038,121,385,27,62,5,2,0,0,0,1
2010-06-05,1122,198,1045,119,351,35,49,3,4,0,0,0,1
2010-06-02,1090,169,1111,135,334,33,50,3,1,0,0,0,1
2010-05-29,1097,188,1049,140,362,39,46,4,1,0,0,0,1
2010-05-26,1117,186,1060,151,328,31,49,2,1,0,1,0,1
2010-05-22,1067,196,1066,138,360,40,49,1,8,0,1,0,1
2010-05-19,1114,186,1064,121,343,46,43,6,3,0,0,0,1
2010-05-15,1100,174,1049,147,361,31,53,7,3,1,0,0,1
2010-05-12,1110,181,1050,151,340,38,44,6,6,0,0,0,1
2010-05-08,1118,168,1059,144,344,46,43,3,1,0,0,0,1
2010-05-05,1124,168,1064,139,331,38,56,3,3,0,0,0,1
2010-05-01,1073,199,1040,142,386,25,54,3,3,1,0,0,1
2010-04-28,1138,191,1056,117,340,31,44,5,4,0,0,0,1
2010-04-24,1057,168,1113,136,369,33,45,0,5,0,0,0,1
2010-04-21,1111,193,1050,129,358,32,49,2,2,0,0,0,1
2010-04-17,1101,171,1026,158,387,40,41,1,1,0,0,0,1
2010-04-14,1116,195,1061,150,327,27,45,2,2,1,0,0,1
2010-04-10,1061,183,1091,137,387,27,35,4,1,0,0,0,1
2010-04-07,1129,154,1059,143,346,31,57,6,1,0,0,0,1
2010-04-03,1071,176,1130,125,332,39,44,3,6,0,0,0,1
2010-03-31,1065,166,1081,154,351,49,50,4,6,0,0,0,1
2010-03-27,1043,185,1075,174,365,35,42,6,1,0,0,0,1
2010-03-24,1113,176,1088,114,344,38,48,4,0,1,0,0,1
2010-03-20,1086,169,1089,149,337,50,44,2,0,0,0,0,1
2010-03-17,1113,187,1069,148,321,29,51,5,2,1,0,0,1
2010-03-13,1119,171,1035,152,354,43,46,3,3,0,0,0,1
2010-03-10,1115,158,1117,133,315,39,40,5,4,0,0,0,1
2010-03-06,1105,197,1004,158,369,40,46,4,3,0,0,0,1
2010-03-03,1073,185,1076,137,368,38,45,1,3,0,0,0,1
2010-02-27,1092,174,1063,130,380,34,45,2,6,0,0,0,1
2010-02-24,1102,179,1095,117,343,34,47,6,3,0,0,0,1
2010-02-20,1107,182,1057,141,340,45,50,3,1,0,0,0,1
2010-02-17,1140,197,1004,131,383,29,35,5,2,0,0,0,1
2010-02-13,1133,187,1018,139,351,40,52,1,4,1,0,0,1
2010-02-10,1047,188,1071,130,380,38,63,5,3,1,0,0,1
2010-02-06,1081,174,1086,126,366,37,49,3,4,0,0,0,1
2010-02-03,1095,186,1071,130,363,36,40,1,4,0,0,0,1
2010-01-30,1137,204,1018,135,349,27,48,3,5,0,0,0,1
2010-01-27,1125,185,1048,144,341,24,54,1,3,0,1,0,1
2010-01-23,1048,189,1106,132,337,46,55,5,8,0,0,0,1
2010-01-20,1089,164,1079,159,348,34,47,2,4,0,0,0,1
2010-01-16,1075,190,1076,162,329,38,51,4,1,0,0,0,1
2010-01-13,1138,158,1013,163,370,36,41,5,2,0,0,0,1
2010-01-09,1126,178,1076,142,318,35,47,2,2,0,0,0,1
2010-01-06,1087,169,1086,143,334,47,54,3,3,0,0,0,1
2010-01-02,1042,185,1099,156,355,38,43,1,6,1,0,0,1
2009-12-30,1068,172,1108,144,348,38,43,3,2,0,0,0,1
2009-12-26,1103,178,1051,130,371,38,46,5,4,0,0,0,1
2009-12-23,1113,187,1035,137,365,44,41,0,4,0,0,0,1
2009-12-19,1095,171,1065,137,362,36,49,6,5,0,0,0,1
2009-12-16,1062,186,1087,137,353,42,49,7,3,0,0,0,1
2009-12-12,1126,176,1059,136,342,29,52,3,3,0,0,0,1
2009-12-09,1094,176,1070,147,344,37,50,4,4,0,0,0,1
2009-12-05,1085,194,1065,136,361,37,39,7,2,0,0,0,1
2009-12-02,1092,184,1075,133,352,38,46,5,1,0,0,0,1
2009-11-28,1078,160,1115,144,339,35,48,3,4,0,0,0,1
2009-11-25,1106,164,1093,131,350,33,48,1,0,0,0,0,1
2009-11-21,1099,183,1054,162,351,37,37,3,0,0,0,0,1
2009-11-18,1107,170,1073,124,365,36,48,2,1,0,0,0,1
2009-11-14,1076,189,1080,142,346,34,51,3,4,1,0,0,1
2009-11-11,1054,172,1116,141,346,39,51,4,3,0,0,0,1
2009-11-07,1118,194,1039,146,348,33,41,2,3,1,1,0,1
2009-11-04,1049,168,1097,151,385,32,42,2,0,0,0,0,1
2009-10-31,1091,180,1048,138,387,31,47,3,1,0,0,0,1
2009-10-28,1143,159,1041,129,361,34,51,4,3,1,0,0,1
2009-10-24,1096,184,1106,132,315,36,49,5,3,0,0,0,1
2009-10-21,1101,173,1086,146,330,39,46,3,2,0,0,0,1
2009-10-17,1057,206,1054,148,379,31,45,5,1,0,0,0,1
2009-10-14,1121,178,1084,124,339,35,41,3,1,0,0,0,1
2009-10-10,1078,189,1075,150,344,30,48,7,5,0,0,0,1
2009-10-07,1061,178,1090,125,374,37,50,8,3,0,0,0,1
2009-10-03,1062,197,1101,127,349,36,45,3,6,0,0,0,1
2009-09-30,1115,181,1058,152,322,34,57,3,4,0,0,0,1
2009-09-26,1104,176,1045,139,371,27,56,5,3,0,0,0,1
2009-09-23,1085,158,1085,151,348,36,56,4,3,0,0,0,1
2009-09-19,1145,173,1009,147,358,40,47,5,2,0,0,0,1
2009-09-16,1113,176,1087,144,330,35,32,4,5,0,0,0,1
2009-09-12,1082,182,1092,128,354,35,45,4,3,1,0,0,1
2009-09-09,1091,173,1076,149,329,42,61,5,0,0,0,0,1
2009-09-05,1128,200,1044,131,325,36,57,3,2,0,0,0,1
2009-09-02,1127,170,1028,142,371,32,51,3,2,0,0,0,1
2009-08-29,1128,207,995,135,354,44,55,3,4,1,0,0,1
2009-08-26,1094,182,1066,131,338,47,66,2,0,0,0,0,1
2009-08-22,1102,173,1053,146,370,38,33,4,5,1,1,0,1
2009-08-19,1103,184,1035,139,374,33,52,5,1,0,0,0,1
2009-08-15,1152,205,1025,110,340,41,44,2,6,0,1,0,1
2009-08-12,1103,186,1059,134,366,33,43,1,1,0,0,0,1
2009-08-08,1090,195,1078,137,344,39,34,2,7,0,0,0,1
2009-08-05,1059,174,1106,148,344,36,54,4,1,0,0,0,1
2009-08-01,1103,186,1025,136,379,37,51,7,2,0,0,0,1
2009-07-29,1103,169,1078,150,341,38,39,6,2,0,0,0,1
2009-07-25,1127,187,1045,138,342,36,46,2,3,0,0,0,1
2009-07-22,1074,180,1072,133,379,34,41,8,5,0,0,0,1
2009-07-18,1139,180,1017,141,361,36,44,2,6,0,0,0,1
2009-07-15,1116,158,1077,137,330,32,67,5,4,0,0,0,1
2009-07-11,1128,175,1048,133,355,30,52,4,1,0,0,0,1
2009-07-08,1101,180,1092,144,322,37,41,6,2,0,1,0,1
2009-07-04,1139,184,1073,107,335,41,44,2,1,0,0,0,1
2009-07-01,1078,173,1109,136,343,34,49,3,1,0,0,0,1
2009-06-27,1127,178,1069,135,337,37,37,3,3,0,0,0,1
2009-06-24,1106,154,1116,145,320,37,41,2,4,1,0,0,1
2009-06-20,1078,173,1083,137,364,30,52,6,3,0,0,0,1
2009-06-17,1119,166,1064,132,346,35,58,3,3,0,0,0,1
2009-06-13,1079,176,1098,154,321,46,44,6,2,0,0,0,1
2009-06-10,1107,170,1058,126,370,37,51,1,6,0,0,0,1
2009-06-06,1110,190,1078,121,355,29,38,4,1,0,0,0,1
2009-06-03,1129,186,1083,147,295,30,51,4,1,0,0,0,1
2009-05-30,1143,152,1074,129,334,46,40,6,2,0,0,0,1
2009-05-27,1119,163,1062,135,358,32,50,1,5,1,0,0,1
2009-05-23,1091,184,1082,146,331,35,51,3,3,0,0,0,1
2009-05-20,1126,173,1056,144,336,37,48,2,4,0,0,0,1
2009-05-16,1061,168,1111,145,351,39,45,3,3,0,0,0,1
2009-05-13,1036,182,1132,155,343,24,47,4,3,0,0,0,1
2009-05-09,1108,179,1047,145,348,44,47,5,3,0,0,0,1
2009-05-06,1121,179,1058,130,340,42,52,2,2,0,0,0,1
2009-05-02,1068,167,1099,135,366,35,48,5,3,0,0,0,1
2009-04-29,1094,181,1084,142,340,33,47,4,1,0,0,0,1
2009-04-25,1116,199,1070,131,335,27,44,2,1,1,0,0,1
2009-04-22,1095,166,1066,115,382,53,39,3,7,0,0,0,1
2009-04-18,1056,178,1058,154,395,36,47,1,1,0,0,0,1
2009-04-15,1054,162,1106,151,352,39,52,9,1,0,0,0,1
2009-04-11,1089,185,1030,130,377,41,67,4,3,0,0,0,1
2009-04-08,1114,170,1061,140,336,40,58,3,3,1,0,0,1
2009-04-04,1119,193,1028,141,335,53,50,3,3,1,0,0,1
2009-04-01,1055,196,1108,138,343,32,45,7,2,0,0,0,1
2009-03-28,1116,187,1062,139,342,24,52,0,3,0,1,0,1
2009-03-25,1130,182,1075,136,301,38,58,2,2,2,0,0,1
2009-03-21,1116,185,1015,159,352,41,49,5,4,0,0,0,1
2009-03-18,1073,169,1090,141,366,37,40,7,2,1,0,0,1
2009-03-14,1100,172,1084,135,351,46,32,2,3,1,0,0,1
2009-03-11,1050,175,1096,159,351,39,50,3,3,0,0,0,1
2009-03-07,1071,171,1090,130,364,45,45,3,6,1,0,0,1
2009-03-04,1124,187,1023,142,361,30,54,0,5,0,0,0,1
2009-02-28,1101,183,1060,139,355,33,51,3,1,0,0,0,1
2009-02-25,1099,211,1033,136,353,36,43,7,8,0,0,0,1
2009-02-21,1126,152,1070,154,335,45,39,4,1,0,0,0,1
2009-02-18,1048,185,1086,134,385,39,43,3,3,0,0,0,1
2009-02-14,1131,174,1039,143,352,38,43,5,1,0,0,0,1
2009-02-11,1068,173,1062,156,382,27,53,1,4,0,0,0,1
2009-02-07,1086,187,1105,137,314,40,51,5,1,0,0,0,1
2009-02-04,1097,180,1084,124,348,33,52,6,2,0,0,0,1
2009-01-31,1093,195,1032,152,375,26,44,4,4,1,0,0,1
2009-01-28,1089,174,1049,127,363,51,61,6,5,1,0,0,1
2009-01-24,1051,169,1076,148,379,44,55,2,2,0,0,0,1
2009-01-21,1094,191,1040,141,357,41,59,2,1,0,0,0,1
2009-01-17,1132,179,1057,135,346,30,40,3,4,0,0,0,1
2009-01-14,1134,190,1048,117,349,26,56,4,2,0,0,0,1
2009-01-10,1080,182,1096,129,351,26,55,4,3,0,0,0,1
2009-01-07,1139,173,1037,141,360,37,32,2,5,0,0,0,1
2009-01-03,1066,181,1091,127,372,29,48,8,4,0,0,0,1
2008-12-31,1105,168,1028,148,387,38,49,1,2,0,0,0,1
2008-12-27,1096,180,1066,137,341,39,58,4,5,0,0,0,1
2008-12-24,1126,172,1052,140,335,34,59,5,3,0,0,0,1
2008-12-20,1054,168,1141,115,347,37,62,2,0,0,0,0,1
2008-12-17,1106,167,1063,141,357,37,50,4,1,0,0,0,1
2008-12-13,1099,177,1082,137,348,30,47,3,3,0,0,0,1
2008-12-10,1105,180,1059,128,369,33,49,2,1,0,0,0,1
2008-12-06,1154,173,1071,127,307,36,54,2,1,1,0,0,1
2008-12-03,1094,166,1077,145,353,40,46,4,1,0,0,0,1
2008-11-29,1106,163,1060,155,351,34,51,5,1,0,0,0,1
2008-11-26,1071,184,1087,136,359,33,51,4,1,0,0,0,1
2008-11-22,1081,193,1063,152,357,24,48,5,3,0,0,0,1
2008-11-19,1108,187,1063,157,322,40,43,3,3,0,0,0,1
2008-11-15,1090,183,1100,129,339,29,49,7,0,0,0,0,1
2008-11-12,1113,173,1055,143,358,38,41,4,1,0,0,0,1
2008-11-08,1105,195,1030,150,349,35,56,2,3,1,0,0,1
2008-11-05,1062,166,1125,146,344,31,45,4,3,0,0,0,1
2008-11-01,1067,177,1061,145,371,37,56,8,4,0,0,0,1
2008-10-29,1096,182,1110,125,336,28,42,2,4,1,0,0,1
2008-10-25,1122,182,1068,136,329,35,44,7,3,0,0,0,1
2008-10-22,1133,173,1039,136,360,35,40,6,4,0,0,0,1
2008-10-18,1151,161,1043,144,347,24,45,7,3,1,0,0,1
2008-10-15,1099,169,1067,156,346,40,42,5,1,1,0,0,1
2008-10-11,1111,191,1031,152,332,40,62,2,5,0,0,0,1
2008-10-08,1133,161,1086,140,325,34,42,1,3,0,1,0,1
2008-10-04,1099,173,1046,143,381,35,46,2,1,0,0,0,1
2008-10-01,1125,199,1023,130,355,33,52,3,6,0,0,0,1
2008-09-27,1133,165,1049,144,354,32,44,3,2,0,0,0,1
