Draw Date ,s0,s0+,s1,s1+,s2,s2+,s3,s3+,s4,s4+,s5,s5+,s6
2004-12-01,1110,174,1059,153,336,38,47,5,4,0,0,0,1
2004-11-27,1110,185,1044,154,342,35,55,0,1,0,0,0,1
2004-11-24,1112,177,1073,143,347,28,41,3,2,0,0,0,1
2004-11-20,1099,180,1036,138,373,43,44,8,5,0,0,0,1
2004-11-17,1092,196,1047,133,361,40,52,3,2,0,0,0,1
2004-11-13,1112,164,1081,143,338,30,47,8,3,0,0,0,1
2004-11-10,1077,169,1074,135,368,42,55,3,3,0,0,0,1
2004-11-06,1116,166,1042,145,366,35,46,1,8,0,1,0,1
2004-11-03,1087,165,1111,150,314,42,47,4,6,0,0,0,1
2004-10-30,1099,177,1058,148,349,41,49,3,2,0,0,0,1
2004-10-27,1085,194,1078,137,348,32,46,3,3,0,0,0,1
2004-10-23,1034,183,1083,154,389,26,47,9,1,0,0,0,1
2004-10-20,1087,177,1074,146,361,37,32,4,8,0,0,0,1
2004-10-16,1046,167,1106,162,359,40,41,2,3,0,0,0,1
2004-10-13,1081,173,1075,139,369,43,41,3,2,0,0,0,1
2004-10-09,1099,172,1096,135,331,41,52,0,0,0,0,0,1
2004-10-06,1090,197,1057,145,355,33,43,3,3,0,0,0,1
2004-10-02,1109,183,1067,128,339,37,53,3,6,1,0,0,1
2004-09-29,1108,180,1081,140,328,35,51,2,1,0,0,0,1
2004-09-25,1091,187,1053,156,341,42,51,2,3,0,0,0,1
2004-09-22,1078,175,1068,150,359,29,63,3,1,0,0,0,1
2004-09-18,1108,179,1062,125,368,36,43,5,0,0,0,0,1
2004-09-15,1082,176,1074,131,375,36,42,6,4,0,0,0,1
2004-09-11,1072,183,1070,143,363,43,43,3,6,0,0,0,1
2004-09-08,1139,177,1058,115,349,39,44,2,2,0,1,0,1
2004-09-04,1083,171,1054,143,368,50,50,3,4,0,0,0,1
2004-09-01,1127,179,1036,138,341,41,54,7,3,0,0,0,1
2004-08-28,1093,178,1078,159,326,41,43,5,3,0,0,0,1
2004-08-25,1049,166,1110,150,364,29,55,1,2,0,0,0,1
2004-08-21,1116,165,1051,148,348,34,53,7,4,0,0,0,1
2004-08-18,1045,201,1095,161,333,36,46,4,5,0,0,0,1
2004-08-14,1092,177,1090,137,350,32,44,1,3,0,0,0,1
2004-08-11,1116,186,1058,123,353,29,50,6,5,0,0,0,1
2004-08-07,1126,186,1032,138,341,44,53,4,2,0,0,0,1
2004-08-04,1123,177,1054,143,345,26,48,5,4,1,0,0,1
2004-07-31,1103,198,1093,117,341,32,35,4,3,0,0,0,1
2004-07-28,1084,174,1072,159,354,32,41,3,6,1,0,0,1
2004-07-24,1116,177,1062,130,337,39,58,4,2,1,0,0,1
2004-07-21,1091,169,1092,115,365,37,48,8,1,0,0,0,1
2004-07-17,1126,162,1085,162,317,33,39,1,1,0,0,0,1
2004-07-14,1115,177,1039,144,375,33,37,4,2,0,0,0,1
2004-07-10,1075,182,1098,134,352,32,46,5,2,0,0,0,1
2004-07-07,1085,186,1050,148,377,30,47,1,2,0,0,0,1
2004-07-03,1085,153,1099,133,358,40,48,4,5,1,0,0,1
2004-06-30,1125,185,1008,137,377,43,45,3,2,0,1,0,1
2004-06-26,1083,190,1074,142,348,32,53,4,0,0,0,0,1
2004-06-23,1071,161,1110,138,337,42,62,2,3,0,0,0,1
2004-06-19,1095,145,1056,157,389,31,47,2,4,0,0,0,1
2004-06-16,1079,197,1050,150,348,38,54,4,6,0,0,0,1
2004-06-12,1098,183,1066,138,351,35,45,4,6,0,0,0,1
2004-06-09,1108,179,1042,127,353,47,64,3,2,1,0,0,1
2004-06-05,1095,188,1071,117,361,42,47,4,1,0,0,0,1
2004-06-02,1056,185,1088,151,348,37,54,5,2,0,0,0,1
2004-05-29,1104,190,1058,147,341,32,49,1,3,1,0,0,1
2004-05-26,1128,162,1073,121,355,36,45,3,3,0,0,0,1
2004-05-22,1124,180,1067,125,343,36,43,6,2,0,0,0,1
2004-05-19,1113,180,1038,120,384,36,52,3,0,0,0,0,1
2004-05-15,1093,178,1079,149,359,29,36,3,0,0,0,0,1
2004-05-12,1110,177,1081,138,324,39,50,4,3,0,0,0,1
2004-05-08,1126,168,1048,148,351,40,38,4,3,0,0,0,1
2004-05-05,1070,186,1067,135,373,34,55,2,4,0,0,0,1
2004-05-01,1111,190,1025,145,350,39,57,5,4,0,0,0,1
2004-04-28,1106,173,1038,137,356,52,57,5,2,0,0,0,1
2004-04-24,1147,182,1030,142,336,23,60,4,1,1,0,0,1
2004-04-21,1100,187,1083,128,333,40,48,5,2,0,0,0,1
2004-04-17,1152,168,1071,105,337,33,51,8,1,0,0,0,1
2004-04-14,1097,202,1038,137,355,31,54,5,7,0,0,0,1
2004-04-10,1099,179,1033,141,372,40,54,3,5,0,0,0,1
2004-04-07,1034,180,1103,136,375,35,57,3,3,0,0,0,1
2004-04-03,1085,198,1048,158,357,34,36,9,1,0,0,0,1
2004-03-31,1091,177,1111,133,330,44,40,0,0,0,0,0,1
2004-03-27,1069,187,1058,165,360,33,47,5,2,0,0,0,1
2004-03-24,1097,187,1068,151,340,36,45,0,2,0,0,0,1
2004-03-20,1069,158,1116,139,350,37,52,1,4,0,0,0,1
2004-03-17,1086,180,1054,130,368,38,60,3,7,0,0,0,1
2004-03-13,1119,179,1090,119,321,34,59,2,3,0,0,0,1
2004-03-10,1097,172,1063,126,374,40,50,2,2,0,0,0,1
2004-03-06,1122,180,1014,147,364,53,40,3,3,0,0,0,1
2004-03-03,1123,194,1044,121,357,30,52,1,4,0,0,0,1
2004-02-28,1072,198,1072,137,361,34,41,6,3,1,1,0,1
2004-02-25,1066,203,1066,158,342,42,41,7,1,0,0,0,1
2004-02-21,1171,193,993,121,346,35,59,5,3,0,0,0,1
2004-02-18,1110,179,1042,162,348,36,46,2,1,0,0,0,1
2004-02-14,1125,176,1053,138,345,33,51,1,4,0,0,0,1
2004-02-11,1072,174,1095,140,351,34,52,5,1,2,0,0,1
2004-02-07,1026,199,1102,129,371,38,47,10,4,0,0,0,1
2004-02-04,1104,171,1095,129,333,39,53,2,0,0,0,0,1
2004-01-31,1133,177,1035,121,368,34,51,3,4,0,0,0,1
2004-01-28,1138,155,1046,137,359,29,56,2,4,0,0,0,1
2004-01-24,1092,195,1037,142,367,34,57,2,0,0,0,0,1
2004-01-21,1097,167,1122,126,324,40,47,1,2,0,0,0,1
2004-01-17,1115,182,1057,138,343,32,51,8,0,0,0,0,1
2004-01-14,1090,180,1066,131,364,31,56,5,3,0,0,0,1
2004-01-10,1101,173,1081,128,351,36,52,2,2,0,0,0,1
2004-01-07,1112,191,1033,132,364,41,49,3,1,0,0,0,1
2004-01-03,1041,198,1089,143,356,50,42,4,3,0,0,0,1
2003-12-31,1107,184,1075,123,347,36,42,6,6,0,0,0,1
2003-12-27,1140,175,1036,144,349,30,41,4,7,0,0,0,1
2003-12-24,1087,175,1068,135,364,35,57,3,2,0,0,0,1
2003-12-20,1102,176,1039,137,382,35,52,3,0,0,0,0,1
2003-12-17,1087,165,1080,146,362,38,45,2,1,0,0,0,1
2003-12-13,1105,198,1048,137,346,42,39,6,3,2,0,0,1
2003-12-10,1092,188,1086,147,325,28,51,5,4,0,0,0,1
2003-12-06,1094,167,1081,165,333,31,50,5,0,0,0,0,1
2003-12-03,1118,177,1051,154,349,26,42,5,4,0,0,0,1
2003-11-29,1094,185,1081,134,347,25,54,3,3,0,0,0,1
2003-11-26,1106,165,1088,147,330,36,48,3,3,0,0,0,1
2003-11-22,1138,162,1030,152,369,28,41,3,3,0,0,0,1
2003-11-19,1129,197,1047,129,347,31,37,3,5,1,0,0,1
2003-11-15,1018,182,1106,148,371,34,60,2,5,0,0,0,1
2003-11-12,1091,182,1025,151,394,39,39,2,3,0,0,0,1
2003-11-08,1092,176,1068,131,364,51,38,4,2,0,0,0,1
2003-11-05,1094,181,1069,132,366,45,36,2,0,0,1,0,1
2003-11-01,1173,166,1024,149,346,29,36,1,2,0,0,0,1
2003-10-29,1120,166,1030,142,381,26,54,6,1,0,0,0,1
2003-10-25,1154,174,1037,136,330,30,59,2,4,0,0,0,1
2003-10-22,1103,185,1064,150,346,33,38,2,5,0,0,0,1
2003-10-18,1074,169,1101,134,357,33,51,4,3,0,0,0,1
2003-10-15,1085,173,1073,136,366,34,51,4,4,0,0,0,1
2003-10-11,1119,200,1029,135,350,34,50,5,4,0,0,0,1
2003-10-08,1128,181,1036,143,329,44,54,7,4,0,0,0,1
2003-10-04,1103,168,1047,139,390,27,44,6,2,0,0,0,1
2003-10-01,1117,173,1034,144,362,43,49,2,2,0,0,0,1
2003-09-27,1081,185,1086,144,337,38,47,3,5,0,0,0,1
2003-09-24,1091,158,1062,150,349,56,50,5,4,0,1,0,1
2003-09-20,1116,184,1056,125,357,41,38,5,3,1,0,0,1
2003-09-17,1104,174,1044,167,346,47,38,4,2,0,0,0,1
2003-09-13,1035,187,1089,157,351,40,60,5,2,0,0,0,1
2003-09-10,1072,180,1078,143,357,37,54,5,0,0,0,0,1
2003-09-06,1073,179,1088,140,359,41,37,5,4,0,0,0,1
2003-09-03,1114,167,1068,149,332,32,60,1,3,0,0,0,1
2003-08-30,1121,179,1034,143,346,46,54,1,2,0,0,0,1
2003-08-27,1112,202,1048,132,349,27,49,5,2,0,0,0,1
2003-08-23,1099,181,1072,163,315,37,54,4,1,0,0,0,1
2003-08-20,1130,171,1054,139,349,39,39,2,3,0,0,0,1
2003-08-16,1063,184,1087,151,350,37,47,0,7,0,0,0,1
2003-08-13,1119,187,1064,130,325,36,57,3,4,0,1,0,1
2003-08-09,1126,197,1053,125,322,42,50,9,2,0,0,0,1
2003-08-06,1080,188,1066,157,349,31,49,2,4,0,0,0,1
2003-08-02,1084,186,1093,126,349,37,48,2,1,0,0,0,1
2003-07-30,1096,170,1071,152,336,41,50,7,3,0,0,0,1
2003-07-26,1094,166,1030,143,377,60,46,7,2,0,1,0,1
2003-07-23,1120,188,1060,128,357,28,40,2,3,0,0,0,1
2003-07-19,1108,166,1079,135,338,49,44,3,4,0,0,0,1
2003-07-16,1127,175,1065,145,327,34,49,3,1,0,0,0,1
2003-07-12,1079,166,1075,141,381,28,49,6,1,0,0,0,1
2003-07-09,1105,179,1067,157,342,26,47,3,0,0,0,0,1
2003-07-05,1070,185,1076,141,373,30,46,3,2,0,0,0,1
2003-07-02,1075,199,1009,160,403,23,50,4,3,0,0,0,1
2003-06-28,1082,181,1136,124,329,31,38,3,2,0,0,0,1
2003-06-25,1095,170,1084,155,328,40,48,4,2,0,0,0,1
2003-06-21,1062,154,1078,152,379,34,61,4,1,1,0,0,1
2003-06-18,1153,168,1004,154,354,27,56,7,2,0,1,0,1
2003-06-14,1111,164,1049,127,396,27,47,2,2,1,0,0,1
2003-06-11,1111,168,1069,128,361,37,48,4,0,0,0,0,1
2003-06-07,1077,174,1069,152,352,36,60,3,3,0,0,0,1
2003-06-04,1115,169,1078,119,353,41,45,4,2,0,0,0,1
2003-05-31,1109,185,1050,133,360,35,46,4,4,0,0,0,1
2003-05-28,1139,172,1040,138,345,36,46,6,4,0,0,0,1
2003-05-24,1067,193,1083,143,362,30,42,5,1,0,0,0,1
2003-05-21,1094,177,1056,134,365,41,50,7,2,0,0,0,1
2003-05-17,1122,166,1062,157,334,30,47,4,2,1,1,0,1
2003-05-14,1114,178,1079,141,334,29,43,6,2,0,0,0,1
2003-05-10,1071,176,1100,132,362,29,48,3,4,1,0,0,1
2003-05-07,1091,178,1052,165,344,24,63,4,5,0,0,0,1
2003-05-03,1115,177,1067,141,361,22,41,0,2,0,0,0,1
2003-04-30,1083,167,1095,125,362,39,47,5,2,1,0,0,1
2003-04-26,1040,168,1109,137,382,38,45,4,3,0,0,0,1
2003-04-23,1104,188,1064,135,344,40,47,1,2,1,0,0,1
2003-04-19,1126,168,1066,142,335,34,51,2,2,0,0,0,1
2003-04-16,1124,186,1040,128,351,45,49,3,0,0,0,0,1
2003-04-12,1110,170,1053,135,372,36,44,5,1,0,0,0,1
2003-04-09,1087,167,1088,167,331,32,51,1,2,0,0,0,1
2003-04-05,1128,187,1083,128,323,32,39,3,3,0,0,0,1
2003-04-02,1106,171,1049,157,360,30,46,3,4,0,0,0,1
2003-03-29,1145,167,1039,139,357,24,47,5,3,0,0,0,1
2003-03-26,1086,193,1072,143,361,27,40,2,2,0,0,0,1
2003-03-22,1060,205,1068,141,368,39,40,2,2,1,0,0,1
2003-03-19,1073,178,1095,160,331,28,52,5,4,0,0,0,1
2003-03-15,1103,167,1074,125,368,30,45,11,3,0,0,0,1
2003-03-12,1085,187,1075,135,349,36,54,3,2,0,0,0,1
2003-03-08,1056,174,1127,143,337,31,56,2,0,0,0,0,1
2003-03-05,1083,196,1103,146,321,29,39,4,3,1,1,0,1
2003-03-01,1120,202,1053,126,337,32,52,2,2,0,0,0,1
2003-02-26,1055,199,1094,132,350,49,40,6,1,0,0,0,1
2003-02-22,1055,170,1159,135,315,34,49,8,1,0,0,0,1
2003-02-19,1073,171,1093,139,346,39,59,0,5,1,0,0,1
2003-02-15,1074,187,1058,137,385,30,48,3,4,0,0,0,1
2003-02-12,1094,175,1044,149,366,44,50,2,2,0,0,0,1
2003-02-08,1057,192,1079,146,364,36,48,4,0,0,0,0,1
2003-02-05,1087,192,1068,132,370,38,33,2,4,0,0,0,1
2003-02-01,1089,197,1124,122,309,34,48,3,0,0,0,0,1
2003-01-29,1126,176,1046,133,330,39,68,3,5,0,0,0,1
2003-01-25,1097,190,1040,151,363,29,51,4,1,0,0,0,1
2003-01-22,1087,202,1047,137,375,34,37,2,5,0,0,0,1
2003-01-18,1118,167,1109,114,315,36,61,4,2,0,0,0,1
2003-01-15,1097,180,1055,138,361,26,63,4,2,0,0,0,1
2003-01-11,1057,184,1085,123,375,50,52,0,0,0,0,0,1
2003-01-08,1114,179,1077,132,334,31,51,5,3,0,0,0,1
2003-01-04,1084,175,1114,149,327,27,47,2,0,1,0,0,1
2003-01-01,1113,181,1065,148,339,19,55,3,3,0,0,0,1
2002-12-28,1093,194,1029,133,385,35,53,2,1,1,0,0,1
2002-12-25,1113,201,1052,130,344,21,58,2,5,0,0,0,1
2002-12-21,1071,172,1075,149,373,33,49,1,3,0,0,0,1
2002-12-18,1100,144,1106,149,349,27,45,2,4,0,0,0,1
2002-12-14,1054,179,1126,136,335,35,49,9,2,0,1,0,1
2002-12-11,1054,190,1085,135,359,44,52,5,2,0,0,0,1
2002-12-07,1078,180,1028,142,401,32,56,6,3,0,0,0,1
2002-12-04,1121,190,1042,142,339,23,60,3,5,1,0,0,1
2002-11-30,1104,190,1068,136,338,32,55,3,0,0,0,0,1
2002-11-27,1084,188,1068,158,340,39,42,4,3,0,0,0,1
2002-11-23,1079,158,1117,156,323,38,43,5,7,0,0,0,1
2002-11-20,1112,169,1124,130,299,35,55,1,0,1,0,0,1
2002-11-16,1100,163,1067,146,356,25,64,3,2,0,0,0,1
2002-11-13,1118,194,1027,132,349,35,63,5,3,0,0,0,1
2002-11-09,1094,175,1061,149,362,27,47,6,4,1,0,0,1
2002-11-06,1089,165,1077,169,320,48,54,3,1,0,0,0,1
2002-11-02,1058,177,1104,134,354,45,47,5,2,0,0,0,1
2002-10-30,1108,171,1063,141,366,29,43,3,2,0,0,0,1
2002-10-26,1069,178,1110,127,363,27,45,4,3,0,0,0,1
2002-10-23,1127,174,1039,150,342,36,54,2,2,0,0,0,1
2002-10-19,1093,207,1061,131,356,33,40,3,2,0,0,0,1
2002-10-16,1066,188,1084,133,369,28,54,1,2,1,0,0,1
2002-10-12,1124,187,1043,142,322,46,55,4,2,1,0,0,1
2002-10-09,1110,189,1064,132,341,35,52,2,1,0,0,0,1
2002-10-05,1132,172,1031,151,353,34,47,3,3,0,0,0,1
2002-10-02,1108,173,1057,137,349,38,56,5,3,0,0,0,1
2002-09-28,1086,173,1060,147,356,32,63,7,2,0,0,0,1
2002-09-25,1108,176,1057,124,357,29,62,6,7,0,0,0,1
2002-09-21,1137,192,1009,148,351,37,45,5,2,0,0,0,1
2002-09-18,1137,161,1050,146,346,35,42,6,3,0,0,0,1
2002-09-14,1123,197,993,147,379,29,49,5,4,0,0,0,1
2002-09-11,1106,192,1055,151,333,33,48,4,4,0,0,0,1
2002-09-07,1114,192,1019,127,389,38,40,1,6,0,0,0,1
2002-09-04,1116,173,1076,124,349,42,43,1,2,0,0,0,1
2002-08-31,1074,196,1092,127,345,33,49,4,5,1,0,0,1
2002-08-28,1062,169,1100,166,344,34,48,1,2,0,0,0,1
2002-08-24,1081,170,1078,165,340,37,48,3,4,0,0,0,1
2002-08-21,1065,174,1100,146,352,35,48,6,0,0,0,0,1
2002-08-17,1119,188,1016,137,374,39,49,1,3,0,0,0,1
2002-08-14,1122,171,1051,129,348,34,66,5,0,0,0,0,1
2002-08-10,1118,169,1070,143,344,30,48,3,1,0,0,0,1
2002-08-07,1096,169,1072,141,369,33,40,2,4,0,0,0,1
2002-08-03,1050,174,1108,137,373,27,50,3,4,0,0,0,1
2002-07-31,1095,199,1071,132,327,44,53,2,3,0,0,0,1
2002-07-27,1084,192,1060,161,337,37,51,3,1,0,0,0,1
2002-07-24,1113,185,1079,135,327,46,36,3,2,0,0,0,1
2002-07-20,1113,163,1078,138,346,33,47,6,2,0,0,0,1
2002-07-17,1096,195,1060,141,343,39,44,1,7,0,0,0,1
2002-07-13,1058,184,1100,155,342,41,43,2,0,1,0,0,1
2002-07-10,1103,198,1028,140,360,42,44,5,6,0,0,0,1
2002-07-06,1147,164,1018,158,360,25,51,3,0,0,0,0,1
2002-07-03,1135,181,1015,141,347,37,64,4,2,0,0,0,1
2002-06-29,1066,203,1075,137,361,31,46,3,4,0,0,0,1
2002-06-26,1111,175,1077,146,342,26,48,1,0,0,0,0,1
2002-06-22,1034,180,1114,156,345,27,63,4,3,0,0,0,1
2002-06-19,1102,174,1104,129,316,49,48,3,1,0,0,0,1
2002-06-15,1089,162,1090,134,355,41,49,3,3,0,0,0,1
2002-06-12,1067,165,1063,147,388,32,54,5,5,0,0,0,1
2002-06-08,1103,178,1077,150,323,46,44,2,3,0,0,0,1
2002-06-05,1085,179,1061,147,358,34,52,5,3,1,1,0,1
2002-06-01,1105,181,1065,134,338,41,48,7,7,0,0,0,1
2002-05-29,1098,192,1042,137,366,34,52,3,2,0,0,0,1
2002-05-25,1141,178,1034,145,351,30,42,1,3,1,0,0,1
2002-05-22,1141,168,1044,130,348,41,46,5,2,1,0,0,1
2002-05-18,1121,181,1038,169,322,32,53,4,5,1,0,0,1
2002-05-15,1088,154,1087,146,363,38,42,3,5,0,0,0,1
2002-05-11,1146,179,1060,148,307,42,40,2,2,0,0,0,1
2002-05-08,1107,198,1070,121,348,28,53,0,1,0,0,0,1
2002-05-04,1053,182,1076,173,346,31,62,2,1,0,0,0,1
2002-05-01,1131,165,1069,133,338,33,52,2,2,0,1,0,1
2002-04-27,1030,194,1043,143,407,41,58,6,4,0,0,0,1
2002-04-24,1105,164,1105,143,312,36,55,3,3,0,0,0,1
2002-04-20,1095,181,1044,153,352,32,61,5,3,0,0,0,1
2002-04-17,1094,179,1094,147,322,32,50,5,3,0,0,0,1
2002-04-13,1099,195,1066,121,363,30,49,2,1,0,0,0,1
2002-04-10,1140,167,1034,138,361,29,46,7,4,0,0,0,1
2002-04-06,1084,200,1047,146,362,33,48,4,2,0,0,0,1
2002-04-03,1106,193,1069,140,337,33,44,2,2,0,0,0,1
2002-03-30,1143,160,1039,133,353,39,53,2,4,0,0,0,1
2002-03-27,1095,189,1088,138,334,34,41,4,2,0,1,0,1
2002-03-23,1093,166,1044,160,369,35,54,1,4,0,0,0,1
2002-03-20,1124,188,1027,138,370,26,48,5,0,0,0,0,1
2002-03-16,1081,187,1076,147,360,29,39,5,2,0,0,0,1
2002-03-13,1066,176,1142,135,322,27,50,3,5,0,0,0,1
2002-03-09,1062,191,1091,163,340,29,41,6,2,1,0,0,1
2002-03-06,1112,156,1041,140,387,31,53,5,1,0,0,0,1
2002-03-02,1137,154,1030,133,381,34,47,2,6,2,0,0,1
2002-02-27,1120,163,1015,149,399,32,43,1,4,0,0,0,1
2002-02-23,1099,190,1081,130,339,30,54,3,0,0,0,0,1
2002-02-20,1115,180,1026,157,351,42,49,3,3,0,0,0,1
2002-02-16,1100,191,1019,142,383,34,43,9,4,0,1,0,1
2002-02-13,1108,178,1046,141,363,32,51,5,2,0,0,0,1
2002-02-09,1088,191,1098,144,316,33,46,7,3,0,0,0,1
2002-02-06,1104,171,1096,131,337,32,52,2,1,0,0,0,1
2002-02-02,1144,181,1023,137,355,31,50,3,2,0,0,0,1
2002-01-30,1076,197,1065,134,360,42,45,2,5,0,0,0,1
2002-01-26,1082,182,1096,142,341,29,47,3,4,0,0,0,1
2002-01-23,1127,171,1064,119,357,41,42,1,3,0,1,0,1
2002-01-19,1105,189,1046,133,345,45,52,4,7,0,0,0,1
2002-01-16,1096,189,1069,138,354,37,36,3,3,0,1,0,1
2002-01-12,1070,177,1115,121,339,42,58,2,2,0,0,0,1
2002-01-09,1114,156,1041,126,382,45,56,4,2,0,0,0,1
2002-01-05,1098,177,1054,152,364,27,50,0,4,0,0,0,1
2002-01-02,1136,186,1072,152,295,33,49,2,0,1,0,0,1
2001-12-29,1100,157,1055,144,380,36,49,1,4,0,0,0,1
2001-12-26,1092,201,1042,142,354,42,48,1,3,1,0,0,1
2001-12-22,1095,179,1061,146,356,29,52,6,2,0,0,0,1
2001-12-19,1094,168,1092,133,336,48,45,8,2,0,0,0,1
2001-12-15,1027,162,1115,146,375,42,53,2,3,1,0,0,1
2001-12-12,1069,177,1083,144,365,37,44,5,2,0,0,0,1
2001-12-08,1115,169,1057,116,352,50,64,2,1,0,0,0,1
2001-12-05,1150,181,1016,148,340,25,61,3,2,0,0,0,1
2001-12-01,1122,167,1068,154,324,37,45,7,2,0,0,0,1
2001-11-28,1090,163,1056,156,363,37,55,4,2,0,0,0,1
2001-11-24,1010,184,1116,137,385,41,46,4,2,0,1,0,1
2001-11-21,1138,154,1047,132,358,43,47,2,5,0,0,0,1
2001-11-17,1097,174,1054,146,350,40,58,3,4,0,0,0,1
2001-11-14,1085,197,1127,116,309,38,47,6,1,0,0,0,1
2001-11-10,1078,184,1107,146,319,33,52,3,4,0,0,0,1
2001-11-07,1063,180,1094,145,360,36,46,1,0,1,0,0,1
2001-11-03,1019,187,1119,134,365,35,63,1,2,1,0,0,1
2001-10-31,1118,183,1090,136,307,39,47,4,2,0,0,0,1
2001-10-27,1097,186,1091,144,320,35,47,3,2,0,1,0,1
2001-10-24,1095,190,1098,142,319,38,37,4,3,0,0,0,1
2001-10-20,1111,177,1085,130,332,33,50,5,3,0,0,0,1
2001-10-17,1108,185,1052,134,357,34,50,2,4,0,0,0,1
2001-10-13,1073,198,1062,134,359,32,62,4,2,0,0,0,1
2001-10-10,1126,195,1060,137,317,27,57,4,3,0,0,0,1
2001-10-06,1100,174,1075,137,343,42,46,5,4,0,0,0,1
2001-10-03,1102,165,1079,135,355,29,54,3,4,0,0,0,1
2001-09-29,1049,179,1088,166,339,45,50,6,3,1,0,0,1
2001-09-26,1135,185,1068,127,326,30,46,8,1,0,0,0,1
2001-09-22,1105,162,1047,143,368,39,48,6,7,1,0,0,1
2001-09-19,1149,159,1055,151,318,37,49,7,1,0,0,0,1
2001-09-15,1097,167,1074,157,342,32,47,6,4,0,0,0,1
2001-09-12,1076,168,1083,149,361,38,46,3,2,0,0,0,1
2001-09-08,1108,184,1057,132,361,38,41,3,2,0,0,0,1
2001-09-05,1093,174,1023,160,365,45,56,9,1,0,0,0,1
2001-09-01,1121,163,1074,151,331,42,41,1,2,0,0,0,1
2001-08-29,1108,193,1068,145,322,38,48,2,2,0,0,0,1
2001-08-25,1082,187,1066,132,366,39,52,2,0,0,0,0,1
2001-08-22,1089,172,1085,149,337,46,42,2,3,0,1,0,1
2001-08-18,1106,183,1071,117,357,35,51,2,4,0,0,0,1
2001-08-15,1088,173,1043,137,394,43,45,2,1,0,0,0,1
2001-08-11,1168,167,1049,142,331,20,42,6,1,0,0,0,1
2001-08-08,1132,176,1067,134,332,36,41,4,4,0,0,0,1
2001-08-04,1043,212,1078,138,352,37,57,5,4,0,0,0,1
2001-08-01,1079,167,1073,129,382,27,60,3,6,0,0,0,1
2001-07-28,1063,183,1110,145,341,33,42,3,6,0,0,0,1
2001-07-25,1113,197,1022,132,369,31,54,3,5,0,0,0,1
2001-07-21,1130,159,1082,135,327,40,46,5,2,0,0,0,1
2001-07-18,1104,182,1043,120,375,34,59,4,5,0,0,0,1
2001-07-14,1068,192,1092,137,361,30,43,1,2,0,0,0,1
2001-07-11,1108,191,1055,155,325,32,53,2,5,0,0,0,1
2001-07-07,1063,191,1095,154,348,35,36,1,2,1,0,0,1
2001-07-04,1092,194,1071,142,348,30,43,3,3,0,0,0,1
2001-06-30,1121,193,1068,126,344,36,33,3,2,0,0,0,1
2001-06-27,1113,188,1068,129,339,31,52,4,2,0,0,0,1
2001-06-23,1126,162,1083,147,312,37,50,7,2,0,0,0,1
2001-06-20,1121,161,1057,148,366,37,31,4,1,0,0,0,1
2001-06-16,1116,192,1060,146,335,33,37,6,1,0,0,0,1
2001-06-13,1112,183,1070,140,336,35,46,1,3,0,0,0,1
2001-06-09,1111,174,1054,133,364,35,48,4,3,0,0,0,1
2001-06-06,1114,161,1067,146,359,31,38,6,4,0,0,0,1
2001-06-02,1100,193,1052,143,351,36,43,4,4,0,0,0,1
2001-05-30,1127,171,1052,136,341,40,54,4,1,0,0,0,1
2001-05-26,1086,197,1079,131,339,31,57,4,2,0,0,0,1
2001-05-23,1058,178,1057,142,399,44,38,5,5,0,0,0,1
2001-05-19,1094,171,1078,142,357,32,47,3,2,0,0,0,1
2001-05-16,1108,187,1044,127,360,38,53,4,5,0,0,0,1
2001-05-12,1057,174,1056,145,389,41,53,7,4,0,0,0,1
2001-05-09,1092,185,1123,136,308,34,45,1,2,0,0,0,1
2001-05-05,1102,181,1092,131,330,35,42,9,4,0,0,0,1
2001-05-02,1036,190,1099,136,377,34,47,3,3,1,0,0,1
2001-04-28,1121,193,1029,132,369,29,43,4,5,0,1,0,1
2001-04-25,1104,183,1054,124,367,35,49,6,4,0,0,0,1
2001-04-21,1086,190,1050,141,365,51,41,2,0,0,0,0,1
2001-04-18,1064,176,1062,149,377,41,51,3,2,0,1,0,1
2001-04-14,1093,169,1076,135,368,32,49,4,0,0,0,0,1
2001-04-11,1114,202,992,118,401,40,52,5,2,0,0,0,1
2001-04-07,1161,162,1053,135,328,29,52,4,2,0,0,0,1
2001-04-04,1131,166,1026,152,355,30,54,7,5,0,0,0,1
2001-03-31,1146,163,1031,136,365,36,43,2,4,0,0,0,1
2001-03-28,1152,177,1029,147,330,32,49,6,3,1,0,0,1
2001-03-24,1076,182,1072,132,365,39,53,5,1,1,0,0,1
2001-03-21,1084,195,1062,134,351,38,50,9,3,0,0,0,1
2001-03-17,1117,170,1075,123,338,39,60,2,2,0,0,0,1
2001-03-14,1097,164,1046,130,387,38,58,3,3,0,0,0,1
2001-03-10,1111,168,1059,136,342,39,61,6,4,0,0,0,1
2001-03-07,1125,173,1054,144,325,42,55,2,6,0,0,0,1
2001-03-03,1083,164,1049,145,394,33,55,2,1,0,0,0,1
2001-02-28,1110,186,1084,130,334,33,45,1,3,0,0,0,1
2001-02-24,1101,171,1082,136,343,31,57,2,2,1,0,0,1
2001-02-21,1104,181,1103,123,324,35,50,5,1,0,0,0,1
2001-02-17,1087,169,1074,144,358,29,60,2,3,0,0,0,1
2001-02-14,1078,201,1067,138,357,34,43,4,3,1,0,0,1
2001-02-10,1114,169,1096,149,320,32,43,1,2,0,0,0,1
